URL	FILE
http://www.unitedwifi.com/portal/l/appdetection?baseuri=www.unitedwifi.com	com/united/mobile/android/unifiedplayer/repository/unifiedplayer/UnifiedPlayerActivity.java
http://www.w3.org/2001/xmlschema-instance                                                   http://www.w3.org/xml/1998/namespace                                                   http://www.w3.org/2000/xmlns/	apktool_out/lib/arm64-v8a/libJVCardFindJava.so
http://www.w3.org/2001/xmlschema-instance                                                   http://www.w3.org/xml/1998/namespace                                                   http://www.w3.org/2000/xmlns/	apktool_out/lib/arm64-v8a/libJVMrzJava.so
http://www.w3.org/2001/xmlschema-instance                                                   http://www.w3.org/xml/1998/namespace                                                   http://www.w3.org/2000/xmlns/	apktool_out/lib/armeabi-v7a/libJVCardFindJava.so
http://www.w3.org/2001/xmlschema-instance                                                   http://www.w3.org/xml/1998/namespace                                                   http://www.w3.org/2000/xmlns/	apktool_out/lib/armeabi-v7a/libJVMrzJava.so
http://www.w3.org/2001/xmlschema-instance                                                   http://www.w3.org/xml/1998/namespace                                                   http://www.w3.org/2000/xmlns/	lib/arm64-v8a/libJVCardFindJava.so
http://www.w3.org/2001/xmlschema-instance                                                   http://www.w3.org/xml/1998/namespace                                                   http://www.w3.org/2000/xmlns/	lib/arm64-v8a/libJVMrzJava.so
http://www.w3.org/2001/xmlschema-instance                                                   http://www.w3.org/xml/1998/namespace                                                   http://www.w3.org/2000/xmlns/	lib/armeabi-v7a/libJVCardFindJava.so
http://www.w3.org/2001/xmlschema-instance                                                   http://www.w3.org/xml/1998/namespace                                                   http://www.w3.org/2000/xmlns/	lib/armeabi-v7a/libJVMrzJava.so
https://%1$s-app.quantummetric.com/	com/quantummetric/instrument/p.java
https://%1$s/api/account/%2$s/configuration/le-campaigns/campaigns/%3$s/engagements/%4$s/revision/%5$s/?v=3.0	com/liveperson/monitoring/requests/AcCdnRequest.java
https://%1$s/csdr/account/%2$s/service/%3$s/baseuri.json?version=1.0                                                   https://%1$s/csdr/account/%2$s/service/baseuri.json?version=1.0	com/liveperson/infra/network/http/requests/CSDSRequest.java
https://%1$s/csdr/account/%2$s/service/baseuri.json?version=1.0	com/liveperson/monitoring/requests/CSDSRequest.java
https://%1$s/lptag/api/account/%2$s/configuration/applications/taglets/?v=2.0&scp=mb	com/liveperson/infra/network/http/requests/LptagRequest.java
https://%1$s/rest_api/account/%2$s/messaging/consumer/%3$s	com/liveperson/messaging/network/http/SendFileRequestRest.java
https://%s-%s.%s	com/qualtrics/digital/SiteInterceptService.java
https://%s.mobileapi.usebutton.com	com/usebutton/sdk/BuildConfig.java
https://%s/api/account/%s/configuration/le-connectors/all-connectors	com/liveperson/infra/network/http/requests/ACCDNConnectorsRequest.java
https://%s/api/account/%s/configuration/le-users/users/%s	com/liveperson/messaging/network/http/AgentProfileRequest.java
https://%s/api/account/%s/configuration/setting/accountproperties	com/liveperson/infra/network/http/requests/SiteSettingsRequest.java
https://%s/api/account/%s/device/clear-badge-count	com/liveperson/messaging/commands/pusher/ClearUnreadMessagesCountCommand.java
https://%s/api/account/%s/device/isregistered?appid=%s&consumerid=%s	com/liveperson/messaging/commands/pusher/GetIsPusherRegisteredCommand.java
https://%s/api/account/%s/device/read-ack	com/liveperson/messaging/commands/pusher/SendReadAcknowledgementCommand.java
https://%s/api/account/%s/device/register	com/liveperson/messaging/commands/pusher/RegisterPusherCommand.java
https://%s/api/account/%s/device/unread-messages-count?appid=%s&lpid=%s&v=2.0	com/liveperson/messaging/commands/pusher/GetUnreadMessagesCountCommand.java
https://%s/api/account/%s/device/unregister?v=2.0                                                   https://%s/api/account/%s/device/unregister	com/liveperson/messaging/commands/pusher/UnregisterPusherCommand.java
https://%s/api/account/%s/events	com/liveperson/infra/network/http/requests/EventManagerRequest.java
https://%s/api/loggos/log/	com/liveperson/infra/loggos/LoggosUploader.java
https://%s/messaging_history/api/account/%s/conversations/consumer/file-sharing?conversationid=%s&fileid=%s	com/liveperson/messaging/network/http/IncaGetFileUrlRequest.java
https://%s/messaging_history/api/account/%s/conversations/consumer/metadata/%s	com/liveperson/messaging/network/http/IncaGetConversationsListRequest.java
https://%s/messaging_history/api/account/%s/conversations/conversation/content/%s	com/liveperson/messaging/network/http/QueryMessagesINCACommand.java
https://%s/mobile/configuration/androidconfig.json	com/liveperson/infra/network/http/requests/ConfigurationRequest.java
https://%s/well-known/jwks	com/liveperson/infra/network/http/requests/JWKSRequest.java
https://(?:(?:(?:(?:nv	jumio/core/e.java
https://ad.doubleclick.net/ddm/activity/src=13875981                                                   https://ad.doubleclick.net/ddm/activity/src=13875981;	com/united/mobile/android/appcore/repository/floodlight/FloodlightRepositoryImpl.java
https://airbornemedia.inflightinternet.com/asp/api/media/en-us/collections	com/united/mobile/android/entertainment/repository/entertainment/dataconverter/EntertainmentConverterDataSourceImpl$data$2.java
https://ajaxgeo.cartrawler.com	cartrawler/core/network/CDNUrl.java
https://apache.org/xml/features/disallow-doctype-decl	com/united/mobile/android/unifiedplayer/repository/unifiedplayer/utils/AccessoriesUtils.java
https://api.maptiler.com                                                   https://api.mapbox.com                                                   https://demotiles.maplibre.org	apktool_out/lib/x86/libmapbox-gl.so
https://api.maptiler.com                                                   https://api.mapbox.com                                                   https://demotiles.maplibre.org	apktool_out/lib/x86_64/libmapbox-gl.so
https://api.maptiler.com                                                   https://api.mapbox.com                                                   https://demotiles.maplibre.org	lib/x86/libmapbox-gl.so
https://api.maptiler.com                                                   https://api.mapbox.com                                                   https://demotiles.maplibre.org	lib/x86_64/libmapbox-gl.so
https://apim.cformanalytics.com/	com/akamai/botman/d.java
https://app.usebutton.com/	com/usebutton/sdk/Button.java
https://apps.mapbox.com/feedback                                                   https://www.mapbox.com/map-feedback	com/mapbox/mapboxsdk/maps/AttributionDialogManager.java
https://baltazar.microblink.com/api/v1/status/check	com/microblink/blinkcard/secured/IllllIIIIl.java
https://cars.cartrawler.com	cartrawler/core/network/TermsAndConditionsUrl.java
https://cdn.quantummetric.com/helpers/blank	com/quantummetric/instrument/av.java
https://cdn.quantummetric.com/qscripts/quantum-%s.js	com/quantummetric/instrument/aw.java
https://cdn.uplift-platform.com/c	com/uplift/sdk/domain/c.java
https://checkinstage.united.com/checkinwfdev/mobilebarcode/000_753e3681-3603-47e8-b134-c6104e916350_637008618215523997.gif                                                   https://checkinstage.united.com/checkinwfdev/mobilebarcode/000_d98791a4-dcc2-4219-934f-8a55222dea31_637007896015886921.gif                                                   https://checkinstage.united.com/checkinwfdev/mobilebarcode/000_72e12436-761d-4e12-80f7-94b39d26f32f_637012898261230591.gif                                                   www.tsa.gov                                                   www.clearme.com                                                   www.united.com	com/united/mobile/android/checkin/utils/CheckInMockDataSource.java
https://checkinstage.united.com/checkinwfdev/start/                                                   https://checkinstage.united.com/checkinwfstage/start/                                                   https://smartphone-dev.united.com/restdev/api                                                   https://smartphone-qa.united.com/restpreprod/api                                                   https://smartphone-preview.united.com/unitedmobiledataservices/api                                                   https://smartphone.united.com/unitedmobiledataservices/api                                                   https://smartphone-qa.united.com/rest24buat/api	com/united/mobile/android/util/ApplicationInfoFactory.java
